7;5;25;117;52;242,303;5;19;13;77;15;519
7;6;21;95;36;437,742;2;15;9;75;8;486
7;7;15;77;25;2995,477;13;12;3;60;8;414
7;8;12;57;27;1779,223333;3;9;8;59;14;500
7;9;10;74;42;362,09;2;12;4;67;8;471
7;10;20;61;29;683,37;8;8;6;73;14;514
7;11;8;40;29;488,96;7;7;9;63;12;565
7;12;14;17;26;150,41;0;4;6;48;17;596
8;1;19;63;28;2439,917263;0;9;15;123;26;443
8;2;18;84;31;1577,452;0;20;19;166;22;433
8;3;19;96;29;319,72;0;23;17;166;26;533
8;4;23;103;39;202,069;0;14;13;158;27;419
8;5;26;94;55;91101;4;12;19;166;17;502
8;6;21;100;35;130,2775;17;25;17;139;22;539
8;7;25;82;26;2951,707;0;13;10;114;27;575
8;8;25;63;27;165,934;7;18;14;118;23;568
8;9;18;59;23;234,732;16;24;17;118;18;601
8;10;25;94;23;2644,5;7;28;18;125;23;585
8;11;18;87;18;56,8;9;18;16;149;17;621
8;12;20;90;27;256,23;7;37;15;120;12;556
9;1;9;28;14;38,904;9;3;9;61;6;229
9;2;10;38;30;2,859;5;16;8;100;6;143
9;3;6;30;30;10,37;36;16;6;84;3;172
9;4;16;34;34;0;2;6;7;61;6;183
9;5;14;54;35;55,428;6;12;9;76;7;195
9;6;12;35;39;3,68;2;3;4;40;1;222
9;7;11;42;12;100,096;1;1;3;30;8;196
9;8;7;32;10;229,694;0;7;4;26;8;220
9;9;8;39;8;43,049;2;0;3;40;5;185
9;10;14;44;7;83,67;4;5;10;68;12;196
9;11;12;47;4;8,52;4;3;6;49;9;241
9;12;23;34;10;0;4;1;8;43;18;250
10;1;24;42;26;402,633;0;3;11;66;18;254
10;2;11;45;17;34,6;1;6;8;113;17;245
10;3;19;44;3;1147,3;5;13;8;95;15;276
10;4;20;48;18;1862,998;9;12;15;90;22;282
10;5;23;75;14;63,888;3;13;17;90;14;270
10;6;21;59;10;321,137;8;15;6;76;15;331
10;7;18;34;13;681,329;0;8;7;65;20;256
10;8;16;51;15;158,574;0;11;10;66;11;278
10;9;35;42;10;3802,097;0;6;5;76;14;329
10;10;13;42;13;58,89;18;19;9;49;30;253
10;11;11;28;6;16,18;4;5;13;53;23;271
10;12;19;10;10;685,12;10;13;10;28;15;281
11;1;35;69;23;143,75;19;13;11;129;22;231
11;2;51;74;35;330;22;17;21;150;29;228
11;3;22;68;18;63,75;39;15;17;175;34;263
11;4;22;71;52;20,25;38;31;14;121;26;215
11;5;25;98;87;1287;51;53;11;101;10;246
11;6;24;93;55;1308,75;20;31;7;78;20;266
11;7;15;57;49;866,75;22;16;7;74;21;272
11;8;17;59;43;10126;27;32;7;67;22;267
11;9;25;39;41;114,75;49;21;13;116;21;212
11;10;27;72;45;88,5;22;27;14;86;25;274
11;11;23;94;48;66,25;30;44;30;142;32;301
11;12;26;82;53;65,5;23;28;18;119;24;206
12;1;14;38;40;79,75;28;15;9;81;21;199
12;2;33;48;46;30;29;12;12;121;15;156
12;3;22;51;35;605,022;24;15;15;99;19;222
12;4;16;68;42;940,75;31;18;14;94;15;216
12;5;28;69;57;564;10;12;12;111;15;211
12;6;17;55;35;172,65;52;28;7;95;9;205
12;7;5;38;22;15,25;17;7;4;57;13;231
12;8;22;54;24;15;26;5;13;56;13;232
12;9;12;59;15;25;4;6;4;74;21;253
12;10;24;66;17;24,75;3;9;8;84;24;265
12;11;4;66;20;3,5;13;14;14;71;20;212
12;12;17;39;26;13,5;6;6;7;71;27;222
13;1;11;38;8;5,5;6;15;10;77;20;161
13;2;18;54;14;45;12;11;15;96;27;129
13;3;20;61;25;265,5;11;10;25;101;24;146
13;4;47;61;66;128,5;2;14;12;76;19;111
13;5;20;79;81;33;6;13;9;91;22;112
13;6;21;54;49;21;1;12;9;55;24;102
13;7;13;37;32;26;6;17;7;46;17;102
13;8;12;44;38;0;2;10;1;43;12;136
13;9;15;28;25;0;2;6;3;36;15;152
13;10;17;45;34;357,25;5;9;9;94;21;152
13;11;21;41;41;16,5;3;8;16;86;19;144
13;12;25;34;24;369,5;0;5;4;27;19;179
14;1;45;135;68;143,25;69;39;9;162;25;610
14;2;27;111;82;536;20;32;22;144;32;458
14;3;33;154;99;2503,65;58;35;20;172;28;492
14;4;47;98;115;94,5;28;25;10;183;39;548
14;5;34;118;95;419,75;39;26;20;194;29;523
14;6;24;105;61;129,5;35;27;27;145;35;508
14;7;28;117;80;241;53;37;15;145;27;647
14;8;35;104;74;526;60;25;19;150;41;648
14;9;36;100;58;1884,5;35;24;29;162;30;657
14;10;65;179;96;2641;71;30;44;177;39;708
14;11;39;112;53;501,75;49;33;26;201;29;628
14;12;27;87;43;142,5;29;26;20;150;26;600
15;1;18;32;15;0;0;2;7;81;15;74
15;2;16;30;34;0;2;9;9;101;19;75
15;3;15;45;23;3067,4475;23;0;8;104;13;83
15;4;8;41;20;252,5;0;8;3;68;11;94
15;5;22;54;25;0;0;0;5;58;16;68
15;6;12;36;21;262,125;0;9;6;80;5;86
15;7;22;39;5;0;0;3;1;23;7;106
15;8;9;43;17;0;0;0;4;22;13;98
15;9;10;39;13;0;0;3;3;39;9;108
15;10;25;39;25;300,75;0;1;4;79;14;121
15;11;16;16;19;13,75;9;7;8;91;13;123
15;12;11;20;16;22,5;0;7;2;74;11;133
16;1;13;35;26;34;0;12;4;76;4;56
16;2;9;55;22;6;9;12;12;141;7;42
16;3;8;32;18;16,5;7;7;8;112;7;100
16;4;10;61;21;391,75;8;7;8;127;12;57
16;5;16;82;17;455,0454545;11;14;13;139;16;95
16;6;14;41;24;2;8;6;7;112;4;90
16;7;8;43;20;0,75;4;10;6;73;5;72
16;8;11;27;14;24685,20833;7;9;4;60;5;92
16;9;11;31;25;56,75;4;4;7;95;14;97
16;10;8;50;38;432;18;9;5;89;11;96
16;11;4;48;31;32,25;26;10;11;87;6;100
16;12;13;69;32;2163,75;8;33;1;81;11;108
17;1;9;50;20;117,25;5;9;8;49;11;209
17;2;15;35;20;0;14;14;25;67;11;148
17;3;17;35;20;47,5;3;6;9;78;12;210
17;4;8;25;14;19,75;9;2;8;95;7;184
17;5;26;53;12;20;12;6;7;69;14;229
17;6;12;36;4;13,75;2;9;7;48;10;221
17;7;16;33;15;106;3;3;2;22;7;270
17;8;21;34;8;26;11;6;2;29;18;312
17;9;20;37;10;5;1;6;4;25;17;290
17;10;13;32;14;1455;0;5;12;36;16;352
17;11;10;36;22;3194,25;9;5;7;49;18;253
17;12;11;24;19;407,5;0;6;4;37;24;227
18;1;15;83;5;49,25;20;22;14;137;18;88
18;2;11;59;11;6;12;24;20;120;14;95
18;3;18;40;26;3,5;17;21;21;119;13;132
18;4;11;39;28;21,5;8;15;12;109;8;125
18;5;15;92;32;9,45;24;24;13;100;17;136
18;6;11;79;27;17,625;9;23;7;84;21;140
18;7;18;42;41;2,25;5;7;4;49;27;162
18;8;19;46;34;387;2;7;4;44;23;179
18;9;14;44;40;16,5;5;3;7;74;7;167
18;10;24;74;23;194;2;16;16;119;15;187
18;11;15;62;17;152,5;0;18;11;73;21;161
18;12;16;60;18;62,5;1;10;8;82;13;124
19;1;20;42;22;5,75;5;2;9;87;2;26
19;2;6;39;30;0;11;28;11;112;6;32
19;3;27;30;32;990,75;32;23;18;121;5;33
19;4;6;36;24;56,5;8;14;4;54;5;20
19;5;27;54;48;56,75;9;12;4;81;6;45
19;6;17;40;32;71,5;9;12;2;48;7;31
19;7;20;48;31;9,5;9;14;6;41;8;20
19;8;11;35;22;250;7;11;6;35;11;21
19;9;11;28;16;20;12;14;3;48;5;23
19;10;16;36;38;50;14;11;3;30;3;29
19;11;14;38;31;50,5;34;23;3;46;9;34
19;12;31;36;43;17,75;17;12;7;53;2;34
20;1;8;32;37;0;7;10;7;84;1;16
20;2;20;24;42;330;4;1;4;70;2;15
20;3;10;43;12;6163,8;19;22;4;79;0;9
20;4;10;35;12;6150;2;8;1;67;3;9
20;5;20;55;19;0;8;10;4;49;1;11
20;6;22;35;25;0;0;3;2;38;2;9
20;7;22;29;30;5,1;2;0;3;30;1;7
20;8;14;19;25;2,75;1;1;1;20;2;10
20;9;24;30;19;0;1;2;2;25;0;3
20;10;24;30;34;0;3;6;0;45;0;8
20;11;19;40;23;0;1;10;1;39;3;14
20;12;10;23;47;0;2;3;2;29;2;8
21;1;6;31;16;18;6;8;3;81;6;16
21;2;6;7;16;27;0;6;3;137;2;16
21;3;9;21;17;4875,75;7;7;7;102;7;23
21;4;5;17;16;0;0;1;8;83;4;20
21;5;9;23;18;0;9;7;0;71;3;25
21;6;2;21;19;0;0;9;1;32;3;26
21;7;3;16;14;0;0;0;0;10;5;11
21;8;3;13;14;0;0;0;0;8;2;22
21;9;1;21;11;0;0;0;2;35;3;46
21;10;4;11;13;0;0;0;4;68;4;26
21;11;7;14;14;0;1;6;2;52;5;29
21;12;10;8;21;0;0;2;3;46;4;32
22;1;17;23;6;0;0;9;3;39;6;24
22;2;7;21;16;0;3;6;5;56;4;19
22;3;18;21;14;181,84;0;10;2;28;7;20
22;4;15;16;16;0;0;2;1;35;2;15
22;5;11;47;29;78;3;9;4;34;8;21
22;6;24;31;29;67430;7;14;0;19;2;19
22;7;38;28;31;572,25;2;7;2;20;4;11
22;8;7;23;22;705;0;4;0;28;5;6
22;9;9;20;8;0;3;7;4;14;4;8
22;10;7;21;26;0;0;7;2;9;8;12
22;11;16;16;13;0;0;3;3;21;5;16
22;12;12;24;7;18,25;0;4;1;40;5;8
23;1;9;43;19;0;5;8;2;66;3;19
23;2;6;29;39;475,7;3;9;3;56;2;18
23;3;8;27;36;6,5;3;6;1;61;2;25
23;4;6;37;42;0;2;5;4;69;6;14
23;5;4;31;38;84,7;1;6;2;63;4;17
23;6;6;31;45;2027;5;5;1;55;4;17
23;7;4;22;32;0;1;4;1;39;4;11
23;8;5;21;28;0;0;2;1;23;4;16
23;9;3;21;25;0;0;5;5;30;5;9
23;10;3;34;20;0;0;8;0;25;3;14
23;11;3;31;24;0;0;6;3;55;3;14
23;12;0;24;30;0;0;4;1;46;3;18
24;1;10;37;2;0;17;5;2;67;16;29
24;2;24;25;11;1101;7;10;5;83;3;26
24;3;17;32;8;0;17;9;12;82;10;40
24;4;18;55;27;156;13;15;7;85;7;38
24;5;19;52;40;24,25;19;8;8;94;11;21
24;6;9;47;30;0;30;17;5;46;6;30
24;7;13;43;30;171;7;6;3;42;7;28
24;8;11;15;11;0;2;4;4;34;5;27
24;9;19;32;24;100;4;3;5;28;12;25
24;10;16;29;41;0;7;6;7;73;7;38
24;11;11;35;28;0;7;2;8;77;9;38
24;12;17;38;28;0;1;6;5;56;15;39
25;1;6;25;8;0;2;7;3;44;5;15
25;2;14;29;18;0;0;8;2;34;2;21
25;3;10;29;24;0;0;3;8;45;1;20
25;4;11;24;29;191,94;2;5;1;38;2;11
25;5;8;37;32;245;2;4;5;37;3;17
25;6;2;24;19;0;3;9;4;39;1;19
25;7;13;25;21;0;3;4;4;20;3;21
25;8;6;24;22;0;1;3;1;26;1;34
25;9;4;14;13;0;12;5;1;16;5;23
25;10;7;21;18;0;2;6;3;20;3;19
25;11;2;19;11;0;0;1;0;28;3;19
25;12;1;24;26;0;0;3;3;27;3;18
26;1;27;85;41;767,34;16;23;12;95;17;136
26;2;13;63;28;9282,68;24;30;11;114;6;131
26;3;8;63;46;9212,75;17;24;10;97;13;146
26;4;16;68;66;6076,74;8;17;8;82;11;160
26;5;24;90;100;512,55;15;17;5;89;5;207
26;6;28;71;78;515,26;5;13;4;79;6;178
26;7;20;68;82;972,23;9;13;2;67;11;170
26;8;24;60;76;2968,64;19;12;5;45;16;173
26;9;2;55;34;158,89;11;15;11;51;12;142
26;10;24;62;69;3268,94;10;9;10;66;15;171
26;11;18;67;53;724,82;11;25;7;73;12;208
26;12;17;48;33;328,05;2;7;5;66;14;162
